	text_A	label
3513	When I was back home after a long time, meeting beloved people á and close friends.	joy
3514	When I heard about the treatment of a friend in jail. Really á inhuman. I never realised that such things also happen in the á Netherlands.	disgust
3515	I cannot remember a situation in which I felt ashamed. I was á eating with some people and a little boy I took care of. I warned á him often not to knock down his glass of mild. When I took á out his chair I knocked down my own glass.	shame
3517	When on holiday in Greece I called my best friend, she told me á she passed the examinations and that she had been admitted to the á study for speech therapy.	joy
3520	I was shopping in Utrecht with friends, we also ate some chips á and snacks in a snackbar, then we saw a shabby fellow. He took a á cold half eaten croquette (a snack) from a rubbish bin and eat á it.	disgust
3521	I had subscribed for this test. We were informed by our á secretary where the test took place. We went over there and thought á there was a course. So we went back again I felt ashamed that the á secretary again should see me.	shame
3522	I was out with a friend in a place where it was very, very busy. á When we wanted to go I bumped a person, who dropped his glass á beer I offered a new one but he didn't accept it.	guilt
3525	My sister borrowed some LP records for a party. She had left them á in the car on curatao. Due to the heat they were crooked, so I á couldn't play them again.	anger
3526	When my grandmother died, her life was heavy and her last hours á were terrible.	sadness
3530	I am thinking about death, the eternal of it, the unknown, the á sense of being here. Often, laying in bed in the dark and quiet, á the fear makes me feel dizzy.	fear
3531	If they force me to eat something I don't like. For example, my á parents always twaddle and whine, when I don't eat all the food.	anger
3532	I had to leave Den Helder and all friends and acquaintences, á after having spend two weeks there with my friends.	sadness
3533	Being on view in a meat-factory. Pigs being cut open, pigs being á suspended from nods, blood everywhere, decompsition.	disgust
3535	When my father (physically handicapped) asks me to do something á and I raise several objections. Often I can fix it in few á moments.	guilt
3536	When the parents of my girlfriend gave permission to spend our á holiday together.	joy
3537	When the relationship with my first girlfriend broke up and I á realized it too late.	fear
3540	When working in a chemical laundry, I saw rats and maggots in the á washing.	disgust
3545	I am a teacher in arts and crafts (boys from 15-16 years). for á them it is obligatory and they dislike it. They tease me. When one of á them cut up some material I flared up.	anger
3546	My sister was in coma for 3 months (due to a train accident). Now á her brainfunctions are disturbed. She will never be able to walk á and she can hardly talk.	sadness
3547	I lived together with my boyfriend. One night he stayed away and á next day he told me that he had chat up with another girl.	disgust
3548	I talk too much, cannot keep things secret. I promised a friend á not to tell something to anybody. Neverthless, I did, and she got á informed about it. I felt very ashamed.	shame
3553	My mother was stuck by an apoplectic fit, was hemi-paralyzed and á suffered an aphasia.	sadness
3556	I chatted up with a girl who I didn't love. She however was á fallen in love with me. I felt responsible for her sorrow.	guilt
3557	I felt very happy when I heard I had passed the examination to á move up to the second year course.	joy
3559	I invited two friends. We should go out together. Those two girls á kept talking about boys, chatting up etc. I bacame sick of it.	anger
3561	When I was 10 years old I stained our bench with a fountain-pen, á I tried to twin the cushions, but then there were colour nuances. á Then my mother catched me, she saw it and became very angry.	shame
3562	I spend the night with my boyfriend, while there was also a á friend of his. We all lay on the floor to sleep. When my á boyfriend was fallen asleep the other boy and I started petting. á After 15 minutes I felt miserable and awoke my boyfriend to tell á him that.	guilt
3563	I liked to see off my aunt (from Zaire) to the airport. That á appeared to be impossible because I had to go to school. For long á time I wasn't sure if I could accompany her. Two days before the á departure they told me I was allowed to miss school.	joy
3564	I went to the ballet lessons with a little friend in the dark. On á a very quiet place a boy approached us from behind and asked at á what time the lesson would be finished. I gave him an avoiding á answer, he took me up and wanted to run away with me.	fear
3565	I was sleeping nicely until in the middle of the night when I became á awake because a friend called me for some (in my opinion) á nonsens reason.	anger
3566	My boyfriend with whom I had a longlasting relationship, fell in á love with another girl, then he asked me something which implied á that he loved that girl more than he loved me.	sadness
3567	On school, during a fancy fair, there was a stand of amnesty á international. There I read (for the first time) a description of á the tortures of a woman, what they did to her.	disgust
3568	A friend catched me while masturbating. I am not fully sure á whether she saw it or not.	shame
3569	When I was 4-5 years old my mother gave me some parts of a á chocolate bar and ordered me to bring it to my father working á outside. On my way I could not resist the temptation and ate it á myself.	guilt
3570	When I had to undergo the final examination of secondary school, á I lived together with a girlfriend. We both were afraid to fail, á but it appeard that we both had passed.	joy
3571	When I had left my home, my father, under false pretences, got me á in his car and drove home where we were all alone. He was seethed á with rage because I withrew from his authority. He hit me, kicked á me and threatened me.	fear
3573	I felt very sad when I left home because I could not stand it any á longer. I do not regret it, but I missed my little sister very á much (and she missed me). These feelings wear off over time.	sadness
3574	When my mother found a leaf of my diary where I had written about á my mother's lack of education, especially her poor arithmetical á insight.	shame
3577	When I was six years old we were on holiday in France. There was á very heavy weather then.	fear
3579	The disease and subsequent death of a close acquaintance. Sadness á was accompanied with feelings of powerlessness (I also á experienced sadness in the situation described under guilt).	sadness
3581	Making bloopers: e.g. telling something negative about a certain á person, while that person is standing besides you and hears á everything.	shame
3582	I wanted to finish a relationship after 3 months. Unfortunately á my friend had a different opinion. I could not answer his á feelings this made him unhappy, and me feel guilty.	guilt
3584	Fear to come and live in Nijmegen.	fear
3585	When the coach of our team degraded me to the second team.	anger
3586	When a friend died.	sadness
3587	When I saw a documentary film about World War II (about Hitler á and his adepts).	disgust
3588	When I realised that I had rejected a boy, who was fallen in love á with me, rather bluntly four times.	guilt
3589	Spending the nitht with close friends, after being away (out of á Nijmegen) for a while.	joy
3591	When anybody wants to make me feel guilty. For example: I should á do something for my mother, but things didn't go as she hoped. á Then she threatens: I'll do it myself.	anger
3592	When a close friend took leave of me, because she went to Israel á for one year.	sadness
3593	I wanted to take something from under my bed. While doing this I á felt a dead bird laying under my bed.	disgust
3596	In college, I started a discussion with the teacher referring to á a question I posed. I felt very unsure and I was afraid to fail.	fear
3597	While playing indoor-hockey, there always is an older man who á frequently and intentionally plays the ball out of the field. In á my opinion this is very childish, because we play for fun only.	anger
3598	I was together with my family one night, a few days after my á father had died, during that conversation I expressed my á displeasure because nobody understands me.	sadness
3599	Salo, a movie film by Pasolini. People were misused and tortured á for the fun of a few elder Italian authorities, during World War á II.	disgust
3600	I was jerking me off in my bedroom, when suddenly, my mother came á in. She looked at me and immediately left the room.	shame
3601	My girlfriend and I agreed to go to the cinema. However I á completely forgot our appointment. I remembered it two hours á too late when I went to visit her.	guilt
3602	When my boyfriend once again told me that he loved me after a á period in which he felt very depressive.	joy
3603	"I was walking alone in the street late at night (2.30 am). It was á very quiet. Then a man approached me and said \Hello\""."""	fear
3604	When, late at night, I discovered that they had stolen my bike.	anger
3605	When a friend, after being free of drugs for half a year, started á using them again.á 	sadness
3606	In a disco, there was a dirty little chap who punched my bottom.	disgust
3607	When a friend who comes visiting me unexpectedly asks for coffee á and I refuse to give him this.	anger
3608	Watching a football game. This remindes me of the time when my á father was still alive and when we watched football games on TV á together.	sadness
3609	Seeing someone who has bleeding nose.	disgust
3611	When I tell someone no. In other words when I refuse to do á something although I could have helped him.	guilt
3612	When I got a good grade for an exam in statistics.	joy
3613	One night at three o'clock I was followed by a cardriver, who á tried to molest me.	fear
3614	My father promised me a bicycle for my birthday. Just before my á birthday he forgot he promised this to me.	anger
3615	A younger brother of a good friend of mine died (asthma).	sadness
3618	After a courtship of three months I made an end to it. The boy á was very sad about this.	guilt
3619	I had a very pleasant conversation with one of my friends.	joy
3622	During the funeral of my grandmother, when I saw my mother and á other family members crying.	sadness
3623	A fellow student who seemed very nice later on proved to be a á slimy fellow towards a professor.	disgust
3629	My girlfriend does practice and therefore leaves me alone at á night and in the weekend. In addition, she is very busy doing á several things. So we don't see each other often.	anger
3630	My father suddenly fell ill. He stayed for 3 months in the á hospital: the last month on intensive care of the Academic á Hospital, then he died.	sadness
3632	After having failed my driving test.	shame
3633	When I see that my mother forces my little brother (15 years) to á work very hard for school. I don't agree that she constantly puts á him to work, but I don't tell it to her, so nothing changes.	guilt
3634	I thought that someone was angry with me but, by hindsight, that á didn't appear to be the case, he even liked me.	joy
3635	My parents thought that I didn't do my best to pass the final á examination (secondary school). When I achieved a good grade they á said nothing, but if I had had a bad grade they would have become á very angry.	anger
3636	When I caused much pain and sorrow to my boyfriend by finishing á our relationship.	sadness
3638	When I imitated a teacher behind his back - walking very silly.	shame
3639	I told someone that I still had a relationship with a boy á although it was finished already 3 months before. That person á seriously discussed several things relating that issue. Then I á felt very miserable because I had told lies.	guilt
3640	A meeting and a conversation with a woman (somewhat elder than á me) who considers me as her child (she also has one child of her á own). Last two years I lived with her (no relationship).	joy
3642	When talking with my sister, she often ventilates prejudices, á which my father also adheres.	anger
3643	I was in a hopeless situation in a dirty place. No study, no á work, only loneliness.	sadness
3644	"It is very difficult to relate it to a certain event. I am á familiar with the disgust of Sartre (la nausTe), a frequently á occurring cause may be described as \the self-assured dullness\""."""	disgust
3645	Recently, I left my bag in the car of someone who picked me up á while hitch-hiking. I spent some effort to find out where he á lived (I succeeded).	shame
3646	In Biarritz (the South of France) I met some English students á who, especially for me, went to Paris and gave me food, while I á didn't have any more money.	guilt
3648	When my father suffered with dizziness. He had to be á hospitalized, because the physician didn't know what was wrong. á Because his stools were black, I thought it could be cancer.	fear
3649	When I arranged our holiday in Paris, and my girlfriend raised á criticisms all the time.	anger
3651	When a girl in my class (on the secondary school) appeased the á teacher, resulting in getting a higher grade. This occurred often á with her.	disgust
3652	When I arrived too late at a meeting of mentor (the night before á the introduction of novices on the University start).	shame
3653	When my father told me that I should help my mother more often, á because she was so busy. And I realized that he was right.	guilt
3654	Passing an examination, although I felt sure I had failed.	joy
3655	I lived in a student-house, where you shared the lavatory and á shower with a fellow student. the shower cubicle formed the á connection between both appartments. My neighbour very often was á drunk and aggressive. One night, I was afraid that he would enter á my room.	fear
3657	I suffer form a disease of my muscles. However, I cannot talk á about it and my feelings, the consequence with my parents. They á try to repress it.	sadness
3662	When I failed the grade seven examination.	sadness
3663	When my friend who was drunk insulted me in public for no reason at á all.	disgust
3665	When I was caught with another man's wife.  I had taken the á opportuinty as this man was abroad but he returned that night.	guilt
3667	When I had gone for a boxing tournament which ended at 2 o'clock á in the morning.  I was alone on my way back, and I could hear the á barking of the dogs, the nocturnal animals and the sound of my     á own footsteps.  There had been a rumour  circulating that there á were ghosts in that area.	fear
3668	In 1983 a sadist provoked my sister in my presence.  He tried á to force my sister into accompanying him to his place, but my á sister did not agree and so she was kicked and she fell down.  á There was a fight.	anger
3669	When my father passed away in 1978.  I was left alone with my á mother who was very sick so I had to go and live with my aunt, who á is very short tempered, till my mother was discharged from the á hospital.	sadness
3670	When I learnt that my best friend had failed the exams.	disgust
3672	I was in form five at the boarding school and my friends and I á had gone drinknig beer in the nearby village.  And we were caught á red handed there by a form master.	fear
3674	My elder brother had been expelled from college and he was so á frustated that he attempted suicide - he drank bottle fragments.  á I was very sad when I learnt this.	sadness
3676	It was during a school holiday - I was found necking a girl in my á room by my father.	shame
3677	I was in grade seven and my class was planning a protest against á a rude and immoral teacher.  I sneaked out and told the á headmaster about it and so the plan was foiled.	guilt
3678	I won the first prize at the science fair, the first of the kind á at school and I was only in form II then.  	joy
3681	When a close relative of mine passed away, it was the first time á that someone so close to me had died.	sadness
3682	A person whom I thought to be honest took and spend the little á money that I had and I had no way of getting any money in the á few following months.	disgust
3683	While watching a religious film, I got very excited and made a á number of comments which were reproached to me by an elderly á person who respected me.	shame
3685	My 21st birthday celebration, when I cut the cake and received á the presents.	joy
3687	When some seniors tried to scold and insult some juniors on á account of what the juniors were supposed to have said at á secondary school.	anger
3688	When an uncle of mine, who was close to me, passed away after á having had a stroke, before his first daughter could be named.	sadness
3689	When my sister's boyfriend accused her of having been sleeping around.	disgust
3690	When I could not hold my bladder while making a telephone call á and ended up wetting myself.	shame
3691	When I was made to feel responsible for the emotional state a friend of á mine was in.	guilt
3693	People who discriminate other people disgust me.	disgust
3694	On New Years eve I drank too much alcohol, so much that I had to á vomit in the presence of other people.	shame
3695	I have cut loose from my father a few years ago. I know he is á very sad about this.	guilt
3697	I was sexually assaulted one night by a stranger.	fear
3699	The dying of a close member of the family.	sadness
3700	Seeing maltreated, dead animals.	disgust
3701	A much older man took advantage of me during my childhood (four á to eight years of age).	shame
3703	When I passed a very important exam.	joy
3705	A friend came to visit me late one night. He promised to stay á only a quarter of an hour, but he stayed 5 hours !! He didn't á leave and I was very angry.	anger
3707	During my birthday party a friend drank too much alcohol. So much á that he had to throw up. Worst of all was that he couldn't leave á my friend alone and that he was molesting her.	disgust
3708	I tried to swindle a jeweller because my watch was broken and I á wanted to have it repaired it was a pity but they detected it.	shame
3709	Someone had to do a lot of efforts to make something work. With á my help he would have finished much sooner, but I wasn't in the á mood to help him.	guilt
3710	I went to visit friends and it was very companionable.	joy
3711	I wanted to get in contact with a girl I loved, but I was afraid á she would refuse me.	fear
3713	Disappointed love. The girl made an end to our relationship while á I thought she was in love with me.	sadness
3714	During military service I heard the story of someone who tried to á commit suicide and as a result of this got a week custody.	disgust
3715	I thought of myself as being clumsy when I made love for the á first time with a girl.	shame
3716	A friend of mine had a bicycle-accident because I pulled at his á handlebar.	guilt
3718	Sitting alone in a quiet room, concetrating on things happening á around you. Thoughts come into my mind which make me afraid.	fear
3719	When a teacher tells a story which isn't true. It only reflects á his way of interpreting reality.	anger
3720	I have high expectations for my future but if I pursue the á subject in this manner I will not attain this.	sadness
3721	I heard a broadcasting programme about parapsychology. The people á in this programme used very difficult words which I couldn't á understand. They acted exaggerated without showing any feeling.	disgust
3722	A girl asked me why I didn't dance. I told her I was ashamed to á dance. I felt myself ashamed having to tell her this.	shame
3723	I saved up money for a good purpose. As I also have to organise a á party I am afraid there will rest only a little money for the á good purpose I feel guilty about this.	guilt
3724	My sister and brother in law returned from Sri Lanka where they á adopted a child. I went to pick them up at the airport.	joy
3725	During a football game I made an offence towards an acquaintance. á Later on this acquaintance also tackeled me and the game became á very rude.	fear
3726	I work at a petrol station. When there is a foreigner who wants á petrol my collegues treat him very impolite.	anger
3727	An uncle of mine who just retired, having worked hard all his á life, got a cerebral hemorrhage.	sadness
3728	A student who lives in the same house where I live is an alcoholic. He á tries to manipulate other people with his money when he has drunk á too much.	disgust
3730	When I talked to another student about the notes she got last á semester, not knowing that she got a lot of bad grades.	guilt
3732	When I stayed alone in a house in Great Brittain and there was a á lot of rumour in the newspaper about a murderer still being free.	fear
3733	The stories about the way my grandmother treated my mother.	anger
3734	When my mother was proved to suffer from a very serious disease.	sadness
3735	The stories about my aunt who was beaten and humiliated by my á uncle.	disgust
3736	I omitted to do a favor to a friend, while he was very much in á need for help.	shame
3738	Every year during carnival I am very joyful I have an intense á feeling of happiness then.	joy
3740	I am usually angry at myself. This happens often. For instace á when I want to pet without falling in love and it soon proves á that I have fallen in love with him.	anger
3741	Losing a boyfriend for the second time to my friend. He fell in á love with her. The same thing happened a few months earlier with á another boyfriend.	sadness
3742	There is a person whom I disgust. Evrey time I see her I get this á terrible feeling I disgust her whole appearance.	disgust
3743	When I am angry at someone without a good reason. Later on it á proves that he didn't do anything wrong.	shame
3744	My mother always evokes feelings of guilt in me. For instance á when I miss the last bus I know she will be concerned for me and á stay awake till I arrive.	guilt
3745	When I came again in contact with a girl I liked very much. And á most important she also liked me.	joy
3747	After a hard day at the university I also had to make dinner that á evening. It failed because of a frying pan which broke.	anger
3748	When my father had a cerebral hemorrhage.	sadness
3753	Standing in a crowed shop or in a closed room with too much á people in it. This gives me a fearful experience.	fear
3754	My older brother who gives me unwanted advices about problems in á my relationship with my girlfriend.	anger
3755	My girlfriend left the house in which we lived together a few á months ago. This made me very sad.	sadness
3756	Making an unexpected talk with a professor in the canteen. This á made me shy.	shame
3758	Occurs frequently. A recent experience: when going out with many á friends, nice music, after the examinations, I felt so happy I á could have embraced everybody.	joy
3759	I lived alone in a repulsive area in the city of Rotterdam. I was á annoyed, heard a lot of Burglary and assaults. Especially in the evening á and the night I frequently felt anxious.	fear
3760	Being treated unfairly and being hurt by someone I love.	anger
3762	When coming up for trial because of shop lifting.	shame
3763	Being catched when stealing.	guilt
3764	I fell over head and ears in love with someone who appeared to be á in love with me. it made me so happy that I could hardly sleep á and eat for one week.	joy
3765	One night I had to bike home all alone after a party. Then I á found out that I was pursued by a man in a car.	fear
3766	I had a quarrel with my father, because I was of the opinion that á he decided in an authoritarian way which TV program we should á watch. I became very angry and started throwing things through á the room.	anger
3768	A friend had a quarrel with the mother of her boyfriend because á she and her friend decided to go and live together. She needed á money for removal, then she made a great effort to reconcile.	disgust
3769	I was catched when, as a little girl, I played tricks. I was very á startled then and wet my pants.	shame
3771	I was called and invited to have a talk about a job I wanted to have.	joy
3772	Once late at night (around midnight) a person asked me to give á him a lift. He suddenly tried to attack me but I could escape. á After this he followed me for a little while.	fear
3775	I saw a terrible accident in which the driver of a motor was á thrown through the frontwindow of a car. His face was completely á away.	disgust
3777	Against the will and without the approval of my parents I went á for a few days to my boyfriend in Germany.	guilt
3778	When a friend of me came for an unexpected visit.	joy
3779	When I thought the house was on fire at night.	fear
3781	When the mother of a good friend of mine died.	sadness
3783	I was very angry at someone.	shame
3785	After I saw my family and good friends back after staying one á year in a foreign country. 	joy
3787	I was in the library of medical psychology and walked into the á wrong direction. A man who came out of a room threated me very á denigrating and I became very angry in a resisting manner.	anger
3788	A good friend of mine died. During the funeral I felt an intense á feeling of sadness.	sadness
3791	A good friend of mine who is at the moment in a foreign country. á I didn't write her for several months and now I feel guilty.	guilt
3793	When going out I am threatened regularly by two punk-girls.	fear
3794	A friend started to shout at me. He called me an old frump.	anger
3796	My father is someone I disgust. So when he comes close to me á a feeling of disgust overwhelms me. When I stay a week-end at my á parent's place I will remember it for long time.	disgust
3797	After a party in which I made love with a boy in public. Later on á I heard that others were talking about me and called me a slut.	shame
3798	When I got associated with a boy one year ago, I neglected my á best friend. When the relation with this boy finished she behaved á very easy-going towards me. I felt guilty then.	guilt
3799	When I made the winning goal during a very important football á game.	joy
3801	"Seeing for the first time pictures about the so called á \treatment\"" of Jewish people in Nazi-Germany during World War II."""	anger
3802	The death of my mother-in-law after a long sick-bed. at the á moment of dying I was with her.	sadness
3804	I was drinking a glass of wine and eating something when there á suddenly appeared pictures about the famine in some parts of á Africa.	shame
3805	When I don't go to my parents on Sunday and phone them to tell á them that I have to study. The truth is that I listened to sports á on the radio.	guilt
3806	When it appeared that I was not pregnant when I was several weeks á overtime.	joy
3807	The same situation as with sadness. I was afraid about what my á parents would further do to distroy my relationship.	fear
3808	Once again my parents distroyed a relationship.	anger
3809	I had this feeling when my parents distroyed a relationship with á a boy because they thought he was bad and irresponsible.	sadness
3810	After the accident which I described in SHAME. I came to myself á and saw how terrible everything looked like. I disgusted myself á and everything I saw.	disgust
3812	I heard part of a conversation in which one talked very low about á women.	disgust
3813	In an important situation for me, my father behaved inadequately.	shame
3814	When I took the car of someone without saying it to him.	guilt
3816	When a good friend of me told me one evening that she didn't want á to live anymore.	fear
3817	I felt anger when at the end of a telephone call, a good friend á told me that she would go to travel next year with another good á friend. We couldn't talk this out.	anger
3818	I was very sad when I had to leave persons with whom I had a very á intense relationship I also had to leave the environment which á was part of this.	sadness
3820	I made a very insulting remark against a person whom I care for á very much. This event was caused by a third person who didn't á like the person I insulted.	shame
3821	I felt guilt towards my mother when I went to live on rooms in á Nijmegen where I study.	guilt
3822	When my boyfriend and I went out for a dinner and subsequently á went to his family. We had a very nice evening.	joy
3823	When I walk through streets late at night. This is because I and á my friends were attacked one night without any reason for it.	fear
3824	When I got the feeling that I had to do all the housekeeping á while my boyfriend didn't do anything. This happened in a period á of exams when I had to study very hard.	anger
3825	When my best friend got a boyfriend. Because of this a á relationship of ten years was finished abruptely.	sadness
3826	I feel disgust when hearing or seeing other people being treated á inhumanely. For example torturing in chili.	disgust
3827	In my opinion guilt is a feeling which goes together with shame. á Here then I refer to the situation of guilt.	shame
3828	When I became angry at my boyfriend without any reason. I know he á cannot bear me being angry at him and that he can't study anymore á then.	guilt
3829	The day I heard that I passed the high school exam.	joy
3830	I was living in rooms in a very lonely, quiet neigbourhood. á During the night it was very silent and this frightened me. The á fact of being alone in that house frightened me.	fear
3832	A very close friend of mine died. I read it in the newspaper. I á didn't know what to do and thought about it the whole day.	sadness
3833	A girl who also hires a room in the house where I live always á tries to make a quarrel with everyone available she disgusts me.	disgust
3834	A teacher spent a lot of time helping me without wanting to be á paid for it. For the exam I didn't got a good grade and I felt á ashamed.	shame
3835	I knew I had to take an exam very soon but yet I couldn't start á studying. I also knew it was very imprtant to succeed the exam á this time.	guilt
3839	When my gradmother died.  I felt very sad then ... The feeling á started to be worse after a while.	sadness
3840	When I ate a rotten apple.	disgust
3841	When I didn't meet an appointment I had made. The person phoned á me but I thought of something (I told I was ill) so that I didn't á have to go.	shame
3842	When I have to take exams I am very excited and have not much á time for the housekeeping. Then my friend has to do everything.	guilt
3843	My boyfriend was playing with my cat. He was playing games with her á and telling nice things to her. 	joy
3845	My boyfriend told me that I had very high demands towards him. In á my opinion this was wrong.	anger
3846	I hadn't been at my parent's place for a long time. When I went to á visit them I had high expectations, but when I was there it was á very different from what I expected.	sadness
3850	During my high school time I succeeded to play a concert of á Mozart on the piano when I gave my first performance I succeeded á to play it very well.	joy
3851	"When a car ran into me. The moment that I felt on the street I á thought \This is my end, I am going to die\""."""	fear
3852	When our cat was killed in a car-accident I was very angry at the á driver of the car because he didn't take enough care.	anger
3853	There is a boy who I love very much. I asked him to have dinner á with me, but he refused I don't know why he didn't go with me, á but I felt very lonely.	sadness
3854	I saw a dog who was eating excrements.	disgust
3856	During a holiday in East-Germany I got aquainted with a boy who á lived there. We started writing, but I only wrote once. I felt á ashamed because I probably was one of his sparse contacts with á western Europe.	guilt
3859	When people without my permission pry in my belongings and take á things out of it.	anger
3861	Seeing a pornographic movie in which animals were used.	disgust
3862	When I went for the first time in my life to a nudist-beach.	shame
3865	I had an appointment with a good friend. He came 3 hours later á than we agreed upon. During the last hour of waiting I was afraid á something might had happened, because usally he is in time.	fear
3867	I had a quarrel with a good friend about the fact that I didn't á pay her a visit when she expected me to come. Hereafter I was á very sad because it became a real quarrel.	sadness
3868	I was hitch-hiking when a man stopped and gave me a lift to á Nijmegen. During the ride he asked me whether I was in for fun. á The man was fat and tatooed.	disgust
3869	I forgot something I agreed upon with a good friend.	shame
3872	When I was 12 years old I frequently was pursued by others and á got sound thrashes.	fear
3874	When my girlfriend decided to finish our relation.	sadness
3875	When once again I drank too much and felt very rotten the morning á after.	disgust
3876	When I overslept for the second time on the day I had an á examination.	shame
3877	When having a relationship, I made love with another girl.	guilt
3880	When a discussion resulted in an insult, which in my opinion, was á not justified.	anger
3881	When I realized that it did not make much sense to start a á relationship with a girl who was not very constructive to á establish a firm relationship.	sadness
3882	When I had to finish those big amounts of homework in time.	disgust
3883	When I gave water to the plants of a friend. Then one plant fell á over, and a little statue broke. I, of course, had to tell him á everything.	shame
3884	When I had broken a piece of glass of the refrigerator by putting á a hot pan in it.	guilt
3885	On my birthday when several good friends came to visit me.	joy
3888	I felt very lonely, was very dissatisfied with myself when I á realised that I could feel very jealous of other women because á of my boyfriend.	sadness
3892	I felt joyful when my boyfriend met me at the station, while at á first he had said that he would not do that.	joy
3894	I felt very sad when I heard that a friend had committed suicide.	sadness
3897	When I cancelled an appointment with an idle story. Afterwards á it appeared that the person had looked forward to it and reserved á time for it.	guilt
3899	I was testing my new roller skates in the street, suddenly a dog á ran barking in my direction, very threatening. I was very á startled and terribly upset.	fear
3902	Someone told me a story of Amnesty International: a boy was á killed and his head was put in the litter of his girlfriend. It á looked as if she was pregnant, then she died. It is disgusting, I á can hardly write it down.	disgust
3903	I cried for 3 hours because I felt very miserable. Then I called á my boyfriend and he said lovely things to me. After this feeling á disappeared I felt ashamed.	shame
3905	When my boyfriend and I experience something nice or when we have á made a nice walk together.	joy
3906	The weather is very bad (fog and slipperiness) the newcast á reports many traffic accidents and my boyfriend is driving home á and still has 60 kilometers to go.	fear
3909	When people are eating unsavoury (smacking, belching, speaking á with food in their mouth, etc.).	disgust
3911	One night I had a very good conversation with two friends. I then á realized how worthy they were for me and how happy I was to á have them as friends.	joy
3913	When a very close friend with whom I have a very intimate and á bodily relationship (he had a girlfriend) started to avoid me and á didn't want to talk to me any more.	anger
3914	When a good friend with whom I had an intimate relationship made á clear that he didn't want to continue in the same way. He choose á his girlfriend (also a friend of mine).	sadness
3918	My boyfriend suffered form ill health for some months, this week á the physician told him that he was restored to health.	joy
3919	When going out in the weekend I have to bike 5 kilometers through á lonely and dark polders, then I always have terrifying fantasies.	fear
3921	My dear hamster (called Hannes) died at the age of 2 and 1/2 years. á His shape forced me to mercy killing (an injection).	sadness
3922	I read a newspaper report that a little boy was forced to look á while his sister was raped.	disgust
3923	We had made an appointment to complete together a piece of work. á It appeared that I was the only one who hadn't prepared anything.	shame
3926	I had to call someone and make an appointment for a conversation. á I was very afraid to fail.	fear
3927	When, after having cleaned up the kitchen, two hours later I saw á that there was a big mess. It irritated me very much.	anger
3928	One night I was called and told that the father of a close friend á died. When I visited my friend at home and when attending the á funeral I felt very sad.	sadness
3930	Once by coincidence I clutched a stranger (in a rather intimate á way), thinking it was my boyfriend. When by hindsight I á feel ashamed when thinking about it.	shame
3931	I once torn the inner tube of a bike, that was not mine. Then I á saw it was a brand new one. I felt very guilty then.	guilt
3935	My mother unjustly became very angry with me and sent me to my á room while my father explained that the way she saw things was á not correct. I had done things with the best intentions.	sadness
3938	Once after falling in love, I imagined that particular girl to be á perfect and completely overshadowing my girlfriend. Afterwards I á realized that this image was not objective. I felt guilty against á both girls.	guilt
3940	My friend and I planned to search for old documents and utensils á in the cellar. It was very late at night when we arrived in the á cellar. He indicated the place where the police (40 years ago) found á two dead bodies. I got very scared when he told me this story.	fear
3942	When I went up the stairs in a high, dark house full of shadows, á passed a door and had the feeling that someone or something was á behind me, although I knew I was alone.	fear
3943	A friend told me it would be better for me not to be on familiar á terms with another friend, although, in my opinion he had no á reason to say such things. He only said so hoping that I á would search support from him (that, however, was not necessary).	anger
3944	I had a good relationship with two friends. Once without reason, á they clearly showed that they thought I was naive, dull and á unable to take care for myself, while I expostulated that I could á manage things.	sadness
3949	My grandmother several times has been struck by cerebral á hemorrhages. Until now she recovered well each time, but there is á always the threat to loose her.	fear
3953	I was taking a shower in a cubicle in France. Then I discovered á that a few children were loking at me from the adjacent cubicle.	shame
3955	A close relative of mine underwent a difficult operation, and everything á turned out fine.	joy
3957	A class-mate urged me to carry out a particular protest along á with him, and when the time came this fellow drew back while I á had to face the situation.	anger
3959	When I saw someone eating live worms.	disgust
3960	When I was a child my parents caught me with a pornographic á magazine.	shame
3962	When they told me that I had got a study grant.	joy
3963	When I wore a grotesque figure hanging down my back.	shame
3965	When my father was saved from a severe work accident.	joy
3966	When I was a child I hid under the sheets out of fear of á darkness.	fear
3968	When my basket ball team lost the qualification at a final.	sadness
3969	When I see rotten meat.	disgust
3972	When I got to know that I had passed the university entrance á exam.  I thought that I had done one of the exams badly.	joy
3973	When I was very young, one day, I was in the street with my á father and brother.   While my father was talking to some á friends, I saw a dog and began to pat it.  My father told me á sharply to stop doing it because the dog had mange.  Then my á brother told me that I would die and I could not stop crying á after this.	fear
3974	We hitch hiked our way back from a town rather drunk.  We were á dropped in another town which was unknown to us.  I needed to á urinate, so I did it on a wall which turned out to belong to the á military headquarters.  They arrested me and made me pay a fine á of 500 pts.  We had to go home on foot (6 km) since it was too á late for anyone to give us a lift.	anger
3975	I was to meet a girl in a discotheque.  She was very pretty and I á was very happy.  But she did not turn up.  Thank God, there were á some other friends there and I was able to have a more or less á good time.	sadness
3976	I had a class-mate who was rather stupid.  I did not like him á but I respected him.  When he tried to talk to someone, they á would not listen to him and I could not bear seeing this.	disgust
3978	I went to a pub with a group of friends (not very close) and á I was with one girl most of the time, while the other girls in the á group wanted to be with me.  They stopped talking to the girl I á was with.	guilt
3980	Before an exam which I, finally did not take.	fear
3981	At home when they lost three pieces of my puzzle.	anger
3982	When I had an argument with a friend.	sadness
3983	When I am dirty because I have not had a shower for a few days.	disgust
3984	Once I did not have enough money to pay for a coffee.	shame
